Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,Avg_lottary_expanses,Age_group,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Avg_size_per_room,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_education_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_government_satisfaction,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Most_Important_Issue,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Financial_agenda_matters,Num_of_kids_born_last_10_years,Overall_happiness_score
Greys,6.0,442.9929432,85913.09087999999,30-45,21962.41406,,647.8728355000001,No,Female,By_16:00,0.515391669,0.298588213,8798.0,404.0606338,85.8899792,6626.25622,817.7621868,26.39666956,20.10125951,3.202,52613.37824,Maybe,338506.9432,3.4226232210000003,581.8134952,35.08342165,147.6643144,30.0,Military,7.0,134.8878336,4.0,Car,Hightech,Yes,2.0,452.07383110000006
Browns,4.0,736.1399183999999,53744.96209,30-45,60466.71103,Yes,258.7531866,Yes,Female,After_16:00,0.372063352,0.34970770700000003,7938.0,234.5144767,35.08454962,2659.303957,255.4835775,12.77734248,15.31386551,8.062000000000001,23670.84639,Yes,47973.04593,9.730531167999999,219.0275004,67.3667676,245.37997280000002,80.0,Healthcare,11.0,592.0415991,2.0,Motorcycle_or_truck,Hightech,Yes,0.0,51.57481505
Browns,1.0,143.14329569999998,2297.767786,45_and_up,2334.3814429999998,No,361.2670119,Yes,Female,After_16:00,0.666127728,0.685127888,3713.0,272.1253779,,1025.8173789999998,873.0384479,99.83158521,16.49622314,12.287,27719.46475,Yes,2319.064128,5.754328601,48.15666234,68.67361625,47.71443189,60.0,Financial,11.0,576.8670445,3.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,223.0770111
Purples,3.0,370.1759644,27852.31508,30-45,15358.974730000002,No,148.28132050000002,Yes,Male,After_16:00,0.561031601,0.9039978890000001,5372.0,81.65043622,50.06384049,,788.7261559,29.79530043,9.036063093,10.628,12771.60327,Yes,50950.5264,3.168520192,225.72223280000003,46.73133136,123.3919881,90.0,Environment,15.0,637.7354492000001,1.0,Motorcycle_or_truck,Services_or_Retail,Yes,0.0,104.44740920000001
Violets,10.0,483.6365795,118131.8396,45_and_up,26160.58342,No,1149.362766,No,Female,By_16:00,0.47436259,0.646453069,4800.0,836.3211903,31.72090505,9000.366001999999,381.05542660000003,28.23132032,28.91921836,,94239.06248,Yes,536955.3348,9.467767782000001,732.7723622000001,87.06392739,161.21219319999997,90.0,Environment,14.0,434.56078539999993,1.0,Foot_or_bicycle,Public_Sector,Yes,0.0,646.7929174
Browns,7.0,552.7271485,,30-45,34139.49802,Yes,252.7633639,Yes,Male,After_16:00,,0.29207138899999996,7881.0,256.3799756,22.52433836,2690.312203,417.01637769999996,61.97745267,16.01186983,8.119,24223.54659,Maybe,47417.33809,7.969553242000001,217.75522519999998,99.11871455,184.24238280000003,70.0,Social,10.0,623.3148036,2.0,Foot_or_bicycle,Student_or_Unemployed,No,0.0,0.491726659
Purples,5.0,989.1954256000001,16091.98022,45_and_up,109062.7974,Yes,55.61086718,Yes,,By_16:00,0.838838505,0.252370605,4317.0,47.2061299,14.97519989,582.4446488,206.93416330000002,33.10889455,6.870671721,11.683,4985.416667,No,2381.756127,0.00161493,48.8032389,83.19201062,329.7318085,100.0,Education,15.0,801.4877885,3.0,Public_or_other,Student_or_Unemployed,No,1.0,16.49005275
Oranges,6.0,405.44070350000004,39959.4773,45_and_up,18409.8318,Yes,,Yes,Female,By_16:00,0.874807824,0.23404071899999998,,418.5317409,5.622788635,3793.8073619999996,,,20.45804832,3.105,50290.18689,No,87423.34375,2.248751465,295.6743881,73.78316151,135.14690119999997,50.0,Other,9.0,220.3077213,0.0,Motorcycle_or_truck,Public_Sector,No,0.0,512.2253486999999
Turquoises,5.0,389.18253860000004,58510.78898,30-45,16968.95511,Yes,566.1913390999999,Yes,Female,After_16:00,0.675945005,0.614045855,6555.0,350.757833,30.78342995,5211.79939,887.4107903999999,27.72948619,18.72852992,3.445,45176.80577,No,203426.5927,1.816974324,451.02837239999997,61.32407142,129.7275129,90.0,Environment,13.0,180.6260855,3.0,Foot_or_bicycle,Public_Sector,No,1.0,410.8129044
Turquoises,6.0,166.6696294,21335.83408,Below_30,3152.086027,Yes,605.6839291,Yes,Male,After_16:00,0.441358917,0.818802768,5679.0,,12.86360943,4642.356237,278.83899049999997,53.14017497,20.02466442,4.321000000000001,48101.6396,Maybe,147485.3289,1.6450226540000001,384.0381867,,55.55654312,60.0,Financial,12.0,175.6628435,3.0,Public_or_other,Industry_or_other,No,2.0,412.7832876
Yellows,1.0,23.09754733,4473.676551,45_and_up,76.97659275,Yes,603.3768775000001,No,Male,By_16:00,0.013160756000000001,0.911549345,3137.0,272.3495533,70.56504595,6355.285599,873.0692832999998,9.084029146,16.50301649,10.863,45473.15638,Maybe,337629.1539,1.7096760219999998,581.0586493,41.27548733,7.699182444,60.0,Financial,11.0,261.64459530000005,2.0,Public_or_other,Public_Sector,No,1.0,600.3128293
Turquoises,10.0,472.26719699999995,60218.9252,45_and_up,24949.234109999998,No,758.2348335,Yes,Female,After_16:00,0.723825123,0.856728045,9658.0,450.69216009999997,73.35633929,4726.69289,983.0556887,1.065996755,21.22951154,0.342,57018.90235,No,146329.8565,6.80059385,382.53085699999997,9.256292647,157.422399,100.0,Education,14.0,181.1035205,4.0,Car,Industry_or_other,No,0.0,628.7176076000001
Yellows,7.0,1259.8146570000001,126488.8412,45_and_up,176778.0459,No,622.8157123,Yes,Male,By_16:00,0.484745628,0.977508829,5443.0,326.6366144,1.454793662,3665.355375,112.9937675,67.95885940000001,18.07309089,8.557,44992.67795,Maybe,90726.38857000001,1.4434525459999998,301.2082147,59.04724181,419.9382188999999,60.0,Financial,11.0,281.1909428,6.0,Public_or_other,Industry_or_other,No,0.0,597.4438758
Browns,9.0,416.3755662,132805.8365,45_and_up,19411.970980000002,Yes,1424.410348,No,Male,By_16:00,0.263793994,0.190437208,7205.0,942.5636883,44.10391769,11453.8327,584.9251724,79.84913613,30.70120011,8.795,113771.02900000001,No,915601.215,3.1510081260000002,956.870532,56.45980174,138.7918554,60.0,Financial,9.0,785.4676232,2.0,Public_or_other,Hightech,No,0.0,960.8319498
Turquoises,6.0,450.3884794,52789.51688,30-45,22698.9942,No,649.580522,Yes,Female,By_16:00,0.33725664200000005,0.8935483009999999,9226.0,413.22719069999994,5.777008319,4342.719959,529.5894088,11.37725282,20.32799033,0.774,50191.44289,Yes,123641.2361,2.067358545,351.6265577,93.70445062,150.1294931,90.0,Environment,13.0,172.5352018,2.0,Foot_or_bicycle,Public_Sector,Yes,1.0,485.0267891
Blues,4.0,1467.100134,245998.4001,45_and_up,239652.6783,Yes,1262.499489,No,Female,By_16:00,0.18668917100000001,0.056130625999999996,8702.0,853.8346362999999,59.15484054,6737.968043000001,302.0852329,8.095288533,29.22044894,5.297999999999999,97270.56395,No,253039.0572,2.582310126,503.0298771000001,25.54852187,489.03337810000005,90.0,Environment,11.0,524.7448333000001,0.0,Motorcycle_or_truck,Industry_or_other,No,0.0,887.4906581
Turquoises,6.0,493.1648954,70727.42141,Below_30,27197.90097,No,652.5837386,Yes,Female,After_16:00,0.22963785899999997,0.901950065,3738.0,,50.52159235,5130.958746,899.4212267000001,71.7316662,20.35310691,6.2620000000000005,51343.9133,Maybe,185111.6914,9.448231121000001,430.2460824,12.38587508,164.38829850000002,80.0,Healthcare,10.0,113.67798229999998,0.0,Public_or_other,Student_or_Unemployed,Yes,1.0,473.47013089999996
Reds,5.0,458.9687233,96926.98865,Below_30,23568.79946,Yes,756.5493982,No,Male,After_16:00,0.676874975,0.566183567,8559.0,474.3921157,5.170517205,7284.313237,988.8365881000001,41.06889423,21.78054443,3.4410000000000003,60968.86395,Maybe,401389.2779,0.580256118,633.5529006,90.00315487,152.98957439999998,40.0,Foreign_Affairs,9.0,139.8114724,3.0,Public_or_other,Industry_or_other,Yes,0.0,532.4824079
Turquoises,4.0,362.968412,42065.1209,Below_30,14769.441480000001,Yes,625.7775141,Yes,Female,After_16:00,0.8858362670000001,0.33219390000000004,8322.0,388.96352989999997,19.592442600000002,4254.685878,340.7957351,41.61637134,19.72215835,1.6780000000000002,48110.938839999995,Maybe,120878.5188,9.607354498,347.6758818,2.71846496,120.9894707,70.0,Social,9.0,189.36702419999997,4.0,Public_or_other,Hightech,No,0.0,481.88549789999996
Browns,5.0,494.6435546,154812.3273,Below_30,27360.68631,Yes,1418.666669,No,Male,By_16:00,0.255506761,0.83697256,9162.0,927.4177309,17.18810135,11244.16193,732.8168224,28.4961083,30.45353396,6.837999999999999,112699.756,Yes,881594.515,4.64034311,938.9326467,31.09369625,164.88118490000002,60.0,Financial,11.0,778.4182171,4.0,Car,Services_or_Retail,Yes,1.0,980.1948935
Greens,1.0,177.32184750000002,15840.645069999999,45_and_up,3562.7781270000005,Yes,755.52071,Yes,Male,After_16:00,0.539461152,0.42373882700000004,8958.0,472.278467,60.05640698,3624.538893,131.0378311,57.37941479,21.73196878,1.042,56307.07912,Maybe,71823.03298999999,0.941360504,267.99819590000004,40.92701524,59.1072825,80.0,Healthcare,11.0,257.1289795,1.0,Car,Hightech,Yes,0.0,607.3405402000001
Reds,4.0,386.57174649999996,57672.00833,Below_30,16743.04783,No,824.5725325,Yes,Male,After_16:00,0.105258103,0.271676398,8866.0,511.2873023,35.64114142,5498.225671,244.15137430000001,64.37472571,22.61166297,3.134,63215.83369,No,200314.5247,7.7677652010000005,447.5651067,11.90111435,128.85724879999998,40.0,Foreign_Affairs,8.0,149.2831621,1.0,Foot_or_bicycle,Industry_or_other,No,1.0,639.3148996
Greys,3.0,435.78245360000005,64736.38974,Below_30,21255.96602,Yes,888.1574102,Yes,Female,After_16:00,0.439780919,0.149177484,6084.0,664.3793632000001,57.64983131,5785.321115,563.3670653,73.18498986,25.77555748,5.916,72026.42165,No,198609.4832,9.306553707,445.65623880000004,25.46230447,145.2608179,30.0,Military,9.0,173.3479071,3.0,Car,Industry_or_other,Yes,0.0,491.300719
Pinks,4.0,332.86204260000005,33241.15372,30-45,12431.74728,No,636.5913166,Yes,Male,By_16:00,0.5169696810000001,0.9539791959999999,8703.0,362.5571066,88.67568376,3721.0539240000003,941.3096575999999,89.81098526,19.0409324,,46992.87012,No,89756.5475,0.430951735,299.59397110000003,97.56897755,110.9540142,90.0,Environment,10.0,250.4653429,2.0,Foot_or_bicycle,Student_or_Unemployed,No,0.0,560.6610471
Browns,5.0,390.0079217,115563.5358,30-45,17040.6892,Yes,1245.122825,No,Female,,0.706742016,0.24071109699999998,5834.0,823.183357,,10535.6889,195.9080251,62.36435252,28.69117211,10.166,100073.287,No,790200.4899,8.494104671,888.9322189,50.19719449,130.0026406,100.0,Education,13.0,604.2330119,1.0,Public_or_other,Hightech,No,0.0,830.7291633
Greens,10.0,124.98277970000001,12735.21454,30-45,1787.293728,Yes,811.2789343,Yes,Male,By_16:00,0.035857623,0.6820154359999999,4401.0,498.4321911,94.00968228,4053.736996,558.4075816000001,4.1053666269999995,22.32559498,5.599,60348.8356,No,93444.70175,0.04393891900000001,,44.16382867,41.66092656,90.0,Environment,13.0,254.43169640000002,2.0,Motorcycle_or_truck,Hightech,Yes,5.0,664.2424724
Yellows,6.0,,-319.36235310000006,45_and_up,10.47277213,Yes,791.3382822000001,Yes,Female,After_16:00,0.71223701,0.46955602399999996,5769.0,515.7956167,97.45112387,3396.9578490000004,29.85260892,60.3652392,22.7111342,8.231,59244.326389999995,No,55949.59228,0.991695854,236.5366616,84.7726926,-1.35016006,60.0,Financial,9.0,284.77707119999997,0.0,Car,Public_Sector,Yes,0.0,606.9371221
Browns,1.0,159.42596930000002,47952.21948,45_and_up,2887.213065,Yes,859.5143711000001,No,Female,After_16:00,0.445682187,0.863258484,,549.0063813999999,62.5936395,10121.42715,923.4162144999999,87.01186443,23.4308852,11.532,71918.34122999999,No,,0.366254959,902.3414384,86.73916734,53.14198976,70.0,Social,12.0,408.43025980000004,2.0,Foot_or_bicycle,Hightech,No,0.0,550.348968
Oranges,10.0,518.5635941,93985.74544,Below_30,30061.54355,No,503.049693,No,Male,By_16:00,0.776119475,0.134075218,9784.0,198.8203474,94.97462749,5834.914725,991.459178,34.69005157,14.10036693,,37556.97109,Maybe,295639.4888,5.852621097999999,543.727403,18.51865533,172.8545314,50.0,Other,11.0,306.88715279999997,1.0,Public_or_other,Hightech,No,1.0,539.4772801
Whites,1.0,484.663621,47260.29813,Below_30,26271.42405,No,564.1156614,Yes,Female,By_16:00,0.026778798,0.78840187,3415.0,301.1878103,54.52402763,3527.721948,479.71223219999996,64.96216124,17.35476333,6.585,41202.59935,No,85576.51137000001,1.416576742,292.5346328,48.42056676,161.5545403,90.0,Environment,10.0,288.66792589999994,3.0,Foot_or_bicycle,Services_or_Retail,No,1.0,527.5863378
Violets,4.0,112.7064743,4370.350204,Below_30,1458.98542,Yes,172.6215744,Yes,Male,By_16:00,0.940834849,0.5170251610000001,3933.0,21.207501800000003,95.13733359,1205.7067029999998,24.71397375,57.67584010000001,4.605160345,12.067,10201.6837,No,13532.47579,8.150107998,116.32916999999999,34.74849355,37.56882478,100.0,Education,12.0,650.5277504,3.0,Motorcycle_or_truck,Hightech,Yes,1.0,283.8038115
Turquoises,4.0,465.4785086,70907.56352000001,Below_30,24239.630830000002,Yes,724.5452952,Yes,Female,After_16:00,0.535981951,0.065122815,8231.0,485.223745,94.97582694,5540.426267,963.7643388,99.00900428,22.02779483,1.7690000000000001,57725.49382,No,208847.0603,8.231262413,456.9978777,,155.1595029,70.0,Social,9.0,48.10798861,1.0,Car,,No,1.0,484.2882739
Turquoises,5.0,29.29028907,4626.3138659999995,45_and_up,115.087989,No,630.9959086,Yes,Female,After_16:00,0.559896324,0.082002268,3048.0,374.4264091,16.28933046,5487.2634100000005,443.5828608,99.0574132,19.35010101,6.952000000000001,,Yes,224525.3494,8.822875151,473.8410592,43.42462616,9.763429689,80.0,Healthcare,12.0,128.4464773,1.0,Car,Hightech,No,0.0,493.256069
Blues,9.0,1209.553049,271731.3371,Below_30,,Yes,442.49482699999993,No,Female,By_16:00,0.524203129,0.21116899,3506.0,168.6766879,43.93516085,7076.983453,258.63475139999997,33.42599974,12.98755897,10.494000000000002,35222.823489999995,,454226.1358,7.919790675,673.9630077,92.31745705,,80.0,Healthcare,10.0,378.0106704,0.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,0.0,446.5790142
Greens,7.0,374.6959755,36431.601039999994,45_and_up,15734.57355,No,827.7620569000001,Yes,Male,After_16:00,0.505757132,0.023147482,7463.0,546.9085203,63.86230693,4010.709943,413.2734183,69.86733656,23.38607535,2.537,62804.6707,No,85082.64202999999,9.567186965,291.68929019999996,60.13811356,124.8986585,90.0,Environment,14.0,241.46745299999998,1.0,Motorcycle_or_truck,Industry_or_other,Yes,1.0,612.7509192000001
Violets,8.0,237.9758148,78489.17237999999,45_and_up,6381.823986,Yes,1484.3324539999999,No,Male,After_16:00,0.917276485,0.41271928,6584.0,993.0948758999999,27.82055256,11880.78838,588.1970438999999,33.26765618,31.51340788,9.416,118882.0574,Yes,979030.8208,5.066945411,989.4598631000001,28.46709182,79.3252716,60.0,Financial,12.0,846.2847283,1.0,Public_or_other,Public_Sector,No,0.0,983.2021595000001
Turquoises,3.0,102.5700705,16001.47154,45_and_up,1213.1477300000001,Yes,665.6103864,Yes,Female,By_16:00,0.7758023709999999,0.556593961,8987.0,379.1097517,13.28692778,5438.377605,925.4068607,87.39031607,19.47074091,1.013,51055.110239999995,Maybe,219038.7985,8.493198897000001,468.01581009999995,21.82121072,34.190023499999995,100.0,Education,14.0,136.6992878,4.0,Public_or_other,Services_or_Retail,Yes,1.0,555.2200577000001
Turquoises,8.0,133.5101082,17131.97634,30-45,2035.053259,No,634.3599771,Yes,Female,By_16:00,0.787191945,0.540644475,8381.0,394.86499669999995,12.01839172,4639.320836999999,478.54395889999995,57.78743471,19.87121025,1.619,49195.84046,Yes,148193.4966,1.5922839569999998,384.95908439999994,9.334986052,44.50336942,80.0,Healthcare,11.0,157.00279799999998,4.0,Car,Services_or_Retail,Yes,0.0,480.9711433
Reds,7.0,204.49759699999998,29992.270360000002,Below_30,4724.751107,Yes,791.2252900000001,Yes,Male,After_16:00,0.8274805190000001,0.49874149,4315.0,518.7581711,38.6450859,5437.412107,711.8855589,23.28236299,22.77626333,7.685,61876.2995,No,193590.8274,2.1768776,439.98957649999994,3.5115260630000003,68.16586566,40.0,Foreign_Affairs,9.0,87.38505594,1.0,Motorcycle_or_truck,Student_or_Unemployed,No,0.0,560.6879567000001
Blues,4.0,1427.140666,376112.6536,45_and_up,226789.1003,Yes,1230.188075,No,Male,After_16:00,0.15042018,0.150833808,6054.0,960.8987703,10.43403733,9828.081677,203.4022228,99.88995823,30.99836722,7.946000000000001,103483.1363,,625093.2885,2.607771612,790.6284137,10.03164647,475.71355530000005,90.0,Environment,11.0,549.6981512,3.0,,Public_Sector,No,1.0,572.6326802
Oranges,2.0,70.48160363,9797.185854000001,45_and_up,585.4556956,No,657.2766522999999,Yes,Female,After_16:00,0.792761559,0.197063816,6900.0,498.2702612,31.74031076,5166.643932,62.91159592,77.1947708,22.32196813,5.1,54638.886320000005,No,173897.6245,8.324709076,417.01034100000004,74.95431383,23.49386788,50.0,Other,11.0,185.3603064,2.0,Foot_or_bicycle,Industry_or_other,Yes,4.0,334.2647663
Browns,6.0,796.4698774,29398.267069999998,30-45,70760.40835,No,235.49069730000002,Yes,Male,By_16:00,0.06679338900000001,0.687615401,,172.6551483,66.33427381,1452.6315359999999,285.1556034,52.9213194,13.139830599999998,10.08,18870.13914,No,12261.60328,9.680902807,110.732124,51.46129283,265.4899591,60.0,Financial,12.0,624.2497941,2.0,Public_or_other,Student_or_Unemployed,Yes,1.0,138.0557029
Whites,4.0,426.55749789999993,,45_and_up,20368.99683,Yes,786.4698208,No,Female,By_16:00,0.18450862,0.322446923,6387.0,525.6086272,89.95563686,6287.654534,390.0798378,53.50888351,22.92615596,3.613,62959.287000000004,No,274202.7538,1.140048916,523.6437279,5.335650686,142.1858326,90.0,Environment,9.0,41.27853097,2.0,Foot_or_bicycle,Public_Sector,Yes,0.0,522.1153671
Yellows,3.0,1296.669041,130371.9804,45_and_up,187258.9564,No,639.8872972,Yes,Female,After_16:00,0.11535370699999999,0.91913357,3799.0,350.64574060000007,72.15240875,3717.604271,136.09825769999998,12.84518708,18.72553712,10.201,46709.96912,Yes,90981.42848999999,0.657115744,301.631279,39.71255806,432.2230135,80.0,Healthcare,12.0,263.5360754,0.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,588.2860056
Khakis,8.0,763.4960318,,30-45,65034.0754,Yes,559.621184,Yes,Female,After_16:00,0.657370687,0.401176139,9171.0,,54.69920498,3614.88515,415.0873611,20.0366186,19.31002604,0.8290000000000001,43693.3531,Maybe,82319.12344,8.933552459,286.9130939,57.30784896,254.4986773,70.0,Social,6.0,271.14002389999996,6.0,Public_or_other,Industry_or_other,No,1.0,390.68095930000004
Purples,5.0,233.4363293,65585.16966,30-45,6142.536535,No,1302.892207,No,Female,By_16:00,0.008300533,0.623127407,5976.0,883.8592484,89.37713352,10196.37695,195.3999363,95.45857375,29.72977041,10.024,104501.545,No,710422.833,1.379150685,842.8658452,36.692817299999994,77.81210976,60.0,Financial,10.0,620.3257872,5.0,Foot_or_bicycle,Student_or_Unemployed,Yes,0.0,846.2645982
Turquoises,6.0,682.2389893,105437.2034,Below_30,51954.08394,Yes,625.5785584,Yes,Female,By_16:00,0.21957803,0.428615507,6308.0,,4.41728225,5399.732524,731.1943427,75.38219441,19.53659478,3.6919999999999997,49258.51072,Maybe,214959.7734,4.565826631,463.6375453,38.76015963,227.41299640000003,100.0,Education,12.0,127.04206229999998,1.0,Foot_or_bicycle,Public_Sector,No,0.0,471.40824380000004
Turquoises,8.0,951.6126085000001,146954.322,Below_30,100945.7105,No,733.9368791,Yes,Female,After_16:00,0.968218916,0.103679424,8701.0,443.83868949999993,22.57930422,5520.476084000001,160.6920003,39.31219382,21.06747943,1.2990000000000002,56637.94025,No,214628.2384,2.334661386,463.2798705,81.07924883,317.2042028,80.0,Healthcare,14.0,101.6139429,1.0,Public_or_other,Public_Sector,Yes,2.0,576.308143
Pinks,1.0,290.8049631,25127.60902,30-45,9503.326825,Yes,552.5293651000001,Yes,Female,After_16:00,0.376678543,0.23485135199999999,4731.0,336.3743493,37.48414982,3264.961234,458.7564156,17.19858332,18.34051115,5.269,41614.74422,Maybe,67195.65828999999,9.540923678,259.2212535,22.54361222,96.93498768,100.0,Education,11.0,295.76814889999997,1.0,Car,Public_Sector,Yes,1.0,447.7406508
Turquoises,4.0,177.6308727,25032.34906,Below_30,3575.068841,No,707.0759236,Yes,Female,By_16:00,0.6716311840000001,0.739209826,4983.0,425.8197893,5.867853202,5079.3420049999995,983.6255515,37.37237761,20.63540136,5.0169999999999995,54204.48736,Maybe,178734.6781,1.332643242,422.7702426,19.91247698,59.21029092,100.0,Education,14.0,124.30425749999999,1.0,Foot_or_bicycle,Public_Sector,No,1.0,563.1221780000001
Khakis,6.0,327.1180875,33884.965260000004,Below_30,12008.62194,No,,Yes,Male,After_16:00,0.843399426,0.409547458,4170.0,361.4780433,15.52335683,3830.5462700000003,417.4720845,44.24777827,19.01257593,5.83,42867.8639,Maybe,96571.1675,7.015457531,310.7590184,80.38240531,109.0393625,90.0,Environment,8.0,264.90625609999995,2.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,376.8137877
Blues,1.0,2297.727607,10803.21444,30-45,587392.8154,No,1073.776727,Yes,Female,By_16:00,0.970950001,0.5989216270000001,8601.0,716.444768,58.26999783,,168.9442759,64.03654029,26.76648591,5.399,77223.40053,Yes,198.9534243,3.117786685,14.10508505,20.62456489,765.9092023,90.0,Environment,11.0,639.5786423,1.0,Car,Public_Sector,No,1.0,855.1318541000002
Turquoises,5.0,677.798875,92118.69714,30-45,51281.63462,No,674.6933041,Yes,Female,By_16:00,0.320050498,0.619663641,4733.0,418.17637169999995,37.47500721,4913.610786,233.2145311,75.54211717,20.44936116,5.267,52233.29991,Yes,166240.3314,8.815300919,407.72580419999997,19.77233212,225.93295830000002,70.0,Social,9.0,124.25122959999999,3.0,Motorcycle_or_truck,Student_or_Unemployed,Yes,2.0,515.1239782
Turquoises,4.0,293.4928751,43202.28144,45_and_up,9678.727375,Yes,676.4562921,Yes,Male,By_16:00,0.781433257,0.338591016,5264.0,411.8082023,33.18854638,5239.629715,615.4507671,19.92337296,20.29305798,4.736000000000001,52488.64255,No,195011.7356,6.807608452999999,441.6013311000001,29.27367073,97.83095837,70.0,Social,10.0,108.31823090000002,0.0,Motorcycle_or_truck,Public_Sector,No,2.0,523.3375538
Yellows,2.0,1093.5840230000001,68165.99912000001,45_and_up,133255.1963,No,451.5790677,Yes,Female,By_16:00,0.549303995,0.46418493899999996,4509.0,305.9137335,9.992746869,2481.807213,306.0960877,89.73222589,17.49038975,9.491,34899.68211,Maybe,34968.24252,1.13950351,186.9979746,7.957791048,364.5280076,90.0,Environment,13.0,412.0954334,1.0,Foot_or_bicycle,Student_or_Unemployed,No,0.0,315.11382000000003
Greys,8.0,604.1155966,92853.4901,45_and_up,40762.000089999994,No,654.1775397000001,Yes,Female,After_16:00,0.18742141,0.35970759399999996,5993.0,433.7518668000001,37.38017394,5478.549564,987.2747542999999,11.12360454,20.82671042,6.007000000000001,52552.685710000005,Yes,212617.4365,9.150572408,461.1045831,1.506292098,201.3718655,30.0,Military,9.0,100.3858022,2.0,Foot_or_bicycle,Services_or_Retail,Yes,0.0,435.3808027
Khakis,2.0,817.1873571000001,78548.05657,30-45,74481.85985,No,581.6998557000001,Yes,Female,By_16:00,0.7407351609999999,0.189071685,9644.0,396.7985255,9.651362477000001,3677.1973380000004,107.2274158,82.1891377,19.91980235,0.35600000000000004,45650.2808,Maybe,83151.50614,1.308561312,288.3600287,10.78072323,272.3957857,100.0,Education,9.0,259.2611884,2.0,Public_or_other,Industry_or_other,Yes,2.0,391.4903599
Browns,8.0,653.6483584,211531.3197,45_and_up,47700.79129,No,1400.2519869999999,No,Male,After_16:00,0.934184225,0.340372921,9966.0,895.572216,88.52549305,11499.63602,778.8631857999999,46.19332491,29.92611261,6.034,111019.2085,Maybe,942548.09,6.925785821,970.8491592,31.35654433,217.8827861,80.0,Healthcare,13.0,788.9948701000001,2.0,Foot_or_bicycle,Student_or_Unemployed,No,0.0,994.3041536000001
Blues,9.0,1358.33691,356807.5552,45_and_up,205471.5746,Yes,990.6674406,No,Male,After_16:00,0.9279663229999999,0.693443191,4066.0,963.6870393999999,9.830037877,9807.765592,538.4638477000001,67.22322491,31.04330909,9.934,92540.70747000001,Yes,621005.7041,7.603376798999999,788.0391513,37.8479063,452.77897,70.0,Social,9.0,683.241494,2.0,Motorcycle_or_truck,Services_or_Retail,No,0.0,89.09037989
Turquoises,1.0,384.5518237,50757.77897,45_and_up,16569.30673,Yes,647.5706284,Yes,Male,By_16:00,0.515939629,0.30695876699999997,6634.0,374.67378110000004,73.63066613,4709.108706,945.5686386,70.52062617,19.35649196,3.366,49160.76068,Yes,156797.0831,6.570834036,395.9761144,51.90706223,128.1839412,90.0,Environment,13.0,168.08521330000002,2.0,Foot_or_bicycle,Hightech,Yes,0.0,541.533228
Purples,8.0,596.9144671,135106.1208,Below_30,,Yes,1303.995493,No,Male,By_16:00,0.298724205,0.904268011,7097.0,833.7672441000001,10.63512489,8457.759636,235.95728959999997,52.69259901,28.87502804,8.902999999999999,100587.0875,Maybe,461071.5755,2.138396557,679.0225147000001,83.13469975,198.971489,80.0,Healthcare,10.0,604.7087946,1.0,Motorcycle_or_truck,Industry_or_other,Yes,0.0,971.4054436
Whites,10.0,176.6940614,30674.89525,45_and_up,3537.874835,No,723.7515298,No,Male,After_16:00,0.076514498,0.149183703,5095.0,458.196289,88.6484225,6124.529457,714.8836607000001,51.67174547,21.40552006,4.905,57437.03686,No,271246.8975,0.853350398,520.8136879,5.358039634,58.89802047,80.0,Healthcare,8.0,50.26168015,2.0,Motorcycle_or_truck,Hightech,Yes,1.0,518.5870018
Purples,6.0,494.11071860000004,9586.127965000001,Below_30,27301.970489999996,No,49.38986198,Yes,Male,After_16:00,0.108748598,0.097025461,6339.0,25.26911104,19.25228795,632.5612953,844.7791868999999,98.9118766,5.026839071,9.661,3969.029948,Yes,3387.508578,8.753211407,58.20230732,35.47453491,164.7035729,80.0,Healthcare,11.0,794.1252314,3.0,Foot_or_bicycle,Industry_or_other,No,0.0,41.65486262
Browns,6.0,573.6628868,137426.9806,30-45,36766.67737,No,1072.258045,No,Male,By_16:00,0.9369215320000001,0.47719348799999994,4010.0,705.7417445,12.49688689,8598.299148999999,90.69428314,59.65996969,26.56580028,11.99,85477.15285,Maybe,516503.1933,7.938619929,718.681566,43.18547454,191.22096230000002,80.0,Healthcare,11.0,378.491775,3.0,Public_or_other,Services_or_Retail,Yes,1.0,730.4446376
Blues,6.0,1386.640667,126395.2372,30-45,214113.5846,No,570.6436980000001,Yes,Female,After_16:00,0.522204737,0.123234613,,250.68571740000002,58.82227751,3235.9350510000004,633.5493405,11.70107687,15.83305774,7.433,39316.93769,No,74778.38171,3.540812572,273.45636160000004,65.35834491,462.21355570000003,90.0,Environment,13.0,363.0460814,0.0,Car,Services_or_Retail,Yes,0.0,
